# BUSCO version is: 4.0.5 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2019-11-20, number of species: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
34at7088	Complete	HiC_scaffold_11	2045547	2054395	1062.6	794	https://www.orthodb.org/v10?query=34at7088	uncharacterized protein KIAA1109
36at7088	Complete	HiC_scaffold_20	3346414	3369542	5191.5	2690	https://www.orthodb.org/v10?query=36at7088	histone-lysine N-methyltransferase trithorax
37at7088	Complete	HiC_scaffold_30	17295667	17332201	2813.8	1582	https://www.orthodb.org/v10?query=37at7088	laminin subunit alpha
38at7088	Complete	HiC_scaffold_9	6943260	6960190	2343.0	1393	https://www.orthodb.org/v10?query=38at7088	apolipophorins isoform X1
41at7088	Complete	HiC_scaffold_7	7603339	7645098	5982.9	2920	https://www.orthodb.org/v10?query=41at7088	WD repeat and FYVE domain-containing protein 3 isoform X1
43at7088	Complete	HiC_scaffold_6	10726138	10745900	2985.0	1514	https://www.orthodb.org/v10?query=43at7088	histone-lysine N-methyltransferase 2C-like
46at7088	Complete	HiC_scaffold_7	2509106	2529169	4867.6	2425	https://www.orthodb.org/v10?query=46at7088	protein bark beetle isoform X1
47at7088	Complete	HiC_scaffold_18	2933619	2991733	4940.3	2861	https://www.orthodb.org/v10?query=47at7088	uncharacterized protein LOC106111021
48at7088	Complete	HiC_scaffold_4	2502293	2543806	4392.1	2222	https://www.orthodb.org/v10?query=48at7088	dmX-like protein 2 isoform X1
49at7088	Complete	HiC_scaffold_10	12975207	13022795	4265.3	2997	https://www.orthodb.org/v10?query=49at7088	hemocytin
50at7088	Complete	HiC_scaffold_28	7217022	7273922	4550.0	2075	https://www.orthodb.org/v10?query=50at7088	teneurin-3 isoform X1
51at7088	Complete	HiC_scaffold_7	12474162	12498462	4291.4	2410	https://www.orthodb.org/v10?query=51at7088	protein dachsous
52at7088	Complete	HiC_scaffold_27	7462735	7478404	691.3	345	https://www.orthodb.org/v10?query=52at7088	protein unc-80 homolog
54at7088	Missing
56at7088	Complete	HiC_scaffold_6	4234380	4249619	1402.1	785	https://www.orthodb.org/v10?query=56at7088	vacuolar protein sorting-associated protein 13A isoform X2
57at7088	Complete	HiC_scaffold_11	6822285	6843124	4620.7	2329	https://www.orthodb.org/v10?query=57at7088	uncharacterized protein LOC106133612
59at7088	Complete	HiC_scaffold_21	8789136	8806457	4572.5	3576	https://www.orthodb.org/v10?query=59at7088	uncharacterized protein LOC106102106
60at7088	Complete	HiC_scaffold_28	14196683	14223892	2972.4	1763	https://www.orthodb.org/v10?query=60at7088	fat-like cadherin-related tumor suppressor homolog
63at7088	Complete	HiC_scaffold_29	494850	522612	4940.4	2725	https://www.orthodb.org/v10?query=63at7088	vacuolar protein sorting-associated protein 13A-like
64at7088	Missing
65at7088	Complete	HiC_scaffold_23	5249713	5314982	2157.4	1417	https://www.orthodb.org/v10?query=65at7088	neurobeachin
66at7088	Complete	HiC_scaffold_24	10323718	10336573	2583.3	1177	https://www.orthodb.org/v10?query=66at7088	Pre-mRNA-processing-splicing factor 8
68at7088	Complete	HiC_scaffold_30	9792413	9838943	1476.2	952	https://www.orthodb.org/v10?query=68at7088	protein furry isoform X1
69at7088	Complete	HiC_scaffold_14	9717663	9727618	4204.2	2101	https://www.orthodb.org/v10?query=69at7088	serine/threonine-protein kinase mTOR-like
70at7088	Complete	HiC_scaffold_28	4379206	4390404	4583.1	2948	https://www.orthodb.org/v10?query=70at7088	cubilin
72at7088	Complete	HiC_scaffold_18	6872896	6947284	4444.1	2387	https://www.orthodb.org/v10?query=72at7088	filamin-A
74at7088	Missing
78at7088	Complete	HiC_scaffold_12	9891290	9936606	5353.2	3242	https://www.orthodb.org/v10?query=78at7088	Survivin-1
83at7088	Complete	HiC_scaffold_9	8226642	8275926	2696.1	1494	https://www.orthodb.org/v10?query=83at7088	Inositol 1,4,5-trisphosphate receptor
84at7088	Complete	HiC_scaffold_12	7537828	7583772	3000.2	1534	https://www.orthodb.org/v10?query=84at7088	ubiquitin carboxyl-terminal hydrolase 34
86at7088	Complete	HiC_scaffold_13	5648637	5681691	3024.8	1594	https://www.orthodb.org/v10?query=86at7088	serine/threonine-protein kinase ATR-like
88at7088	Complete	HiC_scaffold_11	7939740	7962959	5635.5	2903	https://www.orthodb.org/v10?query=88at7088	uncharacterized protein LOC101743552
96at7088	Complete	HiC_scaffold_30	9030323	9060614	3869.4	1911	https://www.orthodb.org/v10?query=96at7088	chondroitin sulfate proteoglycan 4
101at7088	Complete	HiC_scaffold_30	9753745	9780989	3075.4	1856	https://www.orthodb.org/v10?query=101at7088	E3 ubiquitin-protein ligase MYCBP2 isoform X1
103at7088	Complete	HiC_scaffold_4	2226136	2269856	2161.0	967	https://www.orthodb.org/v10?query=103at7088	protein unc-13 homolog A isoform X1
105at7088	Complete	HiC_scaffold_9	9623017	9649446	4076.9	2789	https://www.orthodb.org/v10?query=105at7088	uncharacterized protein LOC106123073
106at7088	Complete	HiC_scaffold_13	3284626	3292267	3172.5	1683	https://www.orthodb.org/v10?query=106at7088	small subunit processome component 20 homolog
112at7088	Complete	HiC_scaffold_18	6457833	6480697	2885.6	1510	https://www.orthodb.org/v10?query=112at7088	Ubiquitin carboxyl-terminal hydrolase
113at7088	Complete	HiC_scaffold_30	10706608	10726946	1665.8	776	https://www.orthodb.org/v10?query=113at7088	kalirin
116at7088	Complete	HiC_scaffold_11	10272269	10289322	2931.3	1677	https://www.orthodb.org/v10?query=116at7088	myosin-VIIa-like
122at7088	Complete	HiC_scaffold_2	6471556	6492860	2141.4	1209	https://www.orthodb.org/v10?query=122at7088	tetratricopeptide repeat protein 28
123at7088	Complete	HiC_scaffold_12	3325774	3351774	2530.3	1130	https://www.orthodb.org/v10?query=123at7088	DNA polymerase epsilon catalytic subunit A
126at7088	Complete	HiC_scaffold_2	1485562	1535499	3232.0	1807	https://www.orthodb.org/v10?query=126at7088	phosphatidylinositol 4-kinase alpha isoform X1
127at7088	Complete	HiC_scaffold_4	7499398	7517682	3368.0	1920	https://www.orthodb.org/v10?query=127at7088	uncharacterized protein LOC106104714
128at7088	Complete	HiC_scaffold_10	3688749	3706013	1143.4	981	https://www.orthodb.org/v10?query=128at7088	Vacuolar protein sorting-associated protein 13D
133at7088	Complete	HiC_scaffold_13	2430695	2454815	1825.2	1550	https://www.orthodb.org/v10?query=133at7088	uncharacterized protein LOC106140978
136at7088	Complete	HiC_scaffold_11	4275124	4310204	3097.7	1677	https://www.orthodb.org/v10?query=136at7088	piezo-type mechanosensitive ion channel component isoform X1
137at7088	Complete	HiC_scaffold_29	5263377	5325181	2050.1	1853	https://www.orthodb.org/v10?query=137at7088	proto-oncogene tyrosine-protein kinase ROS
138at7088	Complete	HiC_scaffold_13	9803457	9820202	2310.6	1981	https://www.orthodb.org/v10?query=138at7088	protein abnormal spindle
139at7088	Complete	HiC_scaffold_3	6574271	6586685	2686.3	1429	https://www.orthodb.org/v10?query=139at7088	protein pecanex-like
140at7088	Complete	HiC_scaffold_25	8715443	8726984	1646.1	759	https://www.orthodb.org/v10?query=140at7088	supervillin-like isoform X1
145at7088	Complete	HiC_scaffold_4	6308370	6338838	3490.8	1660	https://www.orthodb.org/v10?query=145at7088	Sodium channel protein
148at7088	Complete	HiC_scaffold_14	4400811	4437982	2657.3	1480	https://www.orthodb.org/v10?query=148at7088	uncharacterized protein LOC111354061
155at7088	Complete	HiC_scaffold_27	12501180	12523377	3965.4	2329	https://www.orthodb.org/v10?query=155at7088	Adenomatous polyposis coli protein
158at7088	Complete	HiC_scaffold_21	10901837	10963673	2401.6	1265	https://www.orthodb.org/v10?query=158at7088	Sodium channel protein
159at7088	Complete	HiC_scaffold_12	7297473	7312493	2055.8	948	https://www.orthodb.org/v10?query=159at7088	zinc finger FYVE domain-containing protein 26 homolog
160at7088	Complete	HiC_scaffold_17	7388559	7422580	2881.4	1331	https://www.orthodb.org/v10?query=160at7088	protein still life, isoform SIF type 1
163at7088	Complete	HiC_scaffold_28	9446750	9466288	3145.4	1624	https://www.orthodb.org/v10?query=163at7088	LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 4-like
173at7088	Complete	HiC_scaffold_2	5861549	5885403	3175.7	1464	https://www.orthodb.org/v10?query=173at7088	clathrin heavy chain
177at7088	Complete	HiC_scaffold_13	4073390	4087535	1425.5	657	https://www.orthodb.org/v10?query=177at7088	voltage-dependent T-type calcium channel subunit alpha-1G-like
179at7088	Complete	HiC_scaffold_7	2666775	2691568	2950.4	1350	https://www.orthodb.org/v10?query=179at7088	uncharacterized protein LOC101741868
183at7088	Complete	HiC_scaffold_7	5677007	5702601	2077.7	1189	https://www.orthodb.org/v10?query=183at7088	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase HECTD1
184at7088	Complete	HiC_scaffold_27	4075208	4110325	3150.1	1723	https://www.orthodb.org/v10?query=184at7088	cadherin-89D
186at7088	Complete	HiC_scaffold_10	7311712	7329706	3455.5	1912	https://www.orthodb.org/v10?query=186at7088	nucleosome-remodeling factor subunit NURF301
190at7088	Complete	HiC_scaffold_9	1613767	1651818	2896.2	1372	https://www.orthodb.org/v10?query=190at7088	NACHT and WD repeat domain-containing protein 2
193at7088	Complete	HiC_scaffold_25	19120	27157	3408.1	1543	https://www.orthodb.org/v10?query=193at7088	brefeldin A-inhibited guanine nucleotide-exchange protein 1
196at7088	Missing
200at7088	Complete	HiC_scaffold_20	9244971	9255804	370.0	281	https://www.orthodb.org/v10?query=200at7088	protein unc-79 homolog
201at7088	Complete	HiC_scaffold_6	3859031	3883355	2649.9	1295	https://www.orthodb.org/v10?query=201at7088	uncharacterized protein LOC105392584
204at7088	Complete	HiC_scaffold_26	5461044	5470512	2503.5	1445	https://www.orthodb.org/v10?query=204at7088	uncharacterized protein LOC106100576
206at7088	Complete	HiC_scaffold_18	9439301	9468128	2151.9	962	https://www.orthodb.org/v10?query=206at7088	protein sickie isoform X1
207at7088	Complete	HiC_scaffold_13	11063311	11088064	2561.3	1362	https://www.orthodb.org/v10?query=207at7088	WD repeat-containing protein 81
208at7088	Complete	HiC_scaffold_26	6869083	6881525	2816.3	1423	https://www.orthodb.org/v10?query=208at7088	ras GTPase-activating-like protein IQGAP1
210at7088	Missing
211at7088	Complete	HiC_scaffold_10	8985142	9007007	2405.7	1411	https://www.orthodb.org/v10?query=211at7088	spatacsin
212at7088	Complete	HiC_scaffold_30	17338752	17368883	2147.9	1269	https://www.orthodb.org/v10?query=212at7088	laminin subunit gamma-1
215at7088	Complete	HiC_scaffold_14	9511327	9527871	3488.6	1755	https://www.orthodb.org/v10?query=215at7088	LOW QUALITY PROTEIN: brefeldin A-inhibited guanine nucleotide-exchange protein 3
220at7088	Complete	HiC_scaffold_24	8440895	8468616	2582.5	1220	https://www.orthodb.org/v10?query=220at7088	Dual oxidase 1
231at7088	Complete	HiC_scaffold_20	710645	732243	1918.3	1116	https://www.orthodb.org/v10?query=231at7088	LOW QUALITY PROTEIN: uncharacterized protein LOC101738815
232at7088	Complete	HiC_scaffold_10	7620959	7639214	3183.2	1588	https://www.orthodb.org/v10?query=232at7088	nipped-B-like protein
235at7088	Complete	HiC_scaffold_11	11843164	11849602	2499.7	1341	https://www.orthodb.org/v10?query=235at7088	HEAT repeat-containing protein 1
236at7088	Complete	HiC_scaffold_26	11743456	11756873	2712.6	1521	https://www.orthodb.org/v10?query=236at7088	nucleoporin NUP188 homolog
242at7088	Complete	HiC_scaffold_17	3893596	3928797	2920.4	1621	https://www.orthodb.org/v10?query=242at7088	uncharacterized protein LOC111002222
246at7088	Complete	HiC_scaffold_21	4955584	4989609	2048.4	1004	https://www.orthodb.org/v10?query=246at7088	transient receptor potential cation channel trpm isoform X1
248at7088	Complete	HiC_scaffold_4	2855311	2869365	2311.6	963	https://www.orthodb.org/v10?query=248at7088	unconventional myosin-IXa-like isoform X1
250at7088	Complete	HiC_scaffold_20	2481136	2528760	2693.4	1224	https://www.orthodb.org/v10?query=250at7088	DE-cadherin isoform X1
251at7088	Complete	HiC_scaffold_18	6296174	6308630	2357.7	1836	https://www.orthodb.org/v10?query=251at7088	E3 SUMO-protein ligase RanBP2-like
254at7088	Complete	HiC_scaffold_10	1012823	1040283	3522.1	1783	https://www.orthodb.org/v10?query=254at7088	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
258at7088	Complete	HiC_scaffold_19	7890394	7909424	1553.9	965	https://www.orthodb.org/v10?query=258at7088	uncharacterized protein LOC106142077
259at7088	Complete	HiC_scaffold_9	4983584	4997144	1622.6	796	https://www.orthodb.org/v10?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	HiC_scaffold_22	8201230	8235135	2672.0	1417	https://www.orthodb.org/v10?query=263at7088	protein polybromo-1
266at7088	Complete	HiC_scaffold_30	18046529	18106260	2694.3	1259	https://www.orthodb.org/v10?query=266at7088	disco-interacting protein 2 isoform X1
270at7088	Complete	HiC_scaffold_30	7880705	7901040	3549.3	2079	https://www.orthodb.org/v10?query=270at7088	PHD finger protein rhinoceros
271at7088	Complete	HiC_scaffold_25	8431397	8449069	2778.8	1435	https://www.orthodb.org/v10?query=271at7088	uncharacterized protein LOC106109654
273at7088	Complete	HiC_scaffold_27	11994072	12010439	2228.3	1363	https://www.orthodb.org/v10?query=273at7088	Cadherin-like protein
274at7088	Complete	HiC_scaffold_24	1162999	1168376	2746.7	1430	https://www.orthodb.org/v10?query=274at7088	DNA-directed RNA polymerase I subunit RPA1
278at7088	Complete	HiC_scaffold_11	5905782	5915101	1216.9	661	https://www.orthodb.org/v10?query=278at7088	uncharacterized protein LOC111352582
281at7088	Complete	HiC_scaffold_10	4397595	4415237	2433.8	1319	https://www.orthodb.org/v10?query=281at7088	uncharacterized protein LOC105389625
288at7088	Complete	HiC_scaffold_1	4088460	4100644	2566.1	1585	https://www.orthodb.org/v10?query=288at7088	uncharacterized protein LOC106140763
296at7088	Complete	HiC_scaffold_30	12818959	12834529	1924.2	1351	https://www.orthodb.org/v10?query=296at7088	uncharacterized protein LOC106113881
302at7088	Complete	HiC_scaffold_9	1839175	1883116	2207.5	1036	https://www.orthodb.org/v10?query=302at7088	Calcium-dependent secretion activator
303at7088	Complete	HiC_scaffold_11	7037278	7059008	2772.1	1932	https://www.orthodb.org/v10?query=303at7088	serine-protein kinase ATM
307at7088	Complete	HiC_scaffold_27	4563946	4595288	2657.6	1397	https://www.orthodb.org/v10?query=307at7088	protocadherin-15
311at7088	Complete	HiC_scaffold_3	11190742	11207783	2384.7	1413	https://www.orthodb.org/v10?query=311at7088	Gamma-tubulin complex component 6
315at7088	Complete	HiC_scaffold_29	277929	294598	1760.7	1054	https://www.orthodb.org/v10?query=315at7088	uncharacterized protein LOC105388963
316at7088	Missing
318at7088	Complete	HiC_scaffold_7	9682442	9688804	2139.5	1219	https://www.orthodb.org/v10?query=318at7088	cadherin-86C
321at7088	Complete	HiC_scaffold_30	12167837	12179641	1618.8	1139	https://www.orthodb.org/v10?query=321at7088	uncharacterized protein LOC106130599
322at7088	Complete	HiC_scaffold_27	12200544	12213280	1769.6	1160	https://www.orthodb.org/v10?query=322at7088	uncharacterized protein LOC106136812
324at7088	Complete	HiC_scaffold_26	8489899	8502611	2456.7	1185	https://www.orthodb.org/v10?query=324at7088	myosin-IIIb-like isoform X1
325at7088	Complete	HiC_scaffold_25	12052173	12069920	2214.9	1424	https://www.orthodb.org/v10?query=325at7088	protein virilizer
326at7088	Complete	HiC_scaffold_11	12626743	12641441	2485.0	1322	https://www.orthodb.org/v10?query=326at7088	maestro heat-like repeat-containing protein family member 1
327at7088	Complete	HiC_scaffold_13	11510217	11526336	2579.9	1803	https://www.orthodb.org/v10?query=327at7088	uncharacterized protein LOC110378203
328at7088	Complete	HiC_scaffold_14	1297811	1316391	2720.6	1651	https://www.orthodb.org/v10?query=328at7088	Nucleolar pre-ribosomal-associated protein 1
332at7088	Complete	HiC_scaffold_26	6575997	6589964	2803.6	1582	https://www.orthodb.org/v10?query=332at7088	chromodomain-helicase-DNA-binding protein 1
335at7088	Complete	HiC_scaffold_19	9229855	9246060	1706.6	972	https://www.orthodb.org/v10?query=335at7088	uncharacterized protein LOC111000708
338at7088	Complete	HiC_scaffold_13	6242635	6261888	850.8	529	https://www.orthodb.org/v10?query=338at7088	transcription initiation factor TFIID subunit 1 isoform X1
340at7088	Complete	HiC_scaffold_3	6715265	6731219	2682.4	1697	https://www.orthodb.org/v10?query=340at7088	uncharacterized protein LOC105388073
342at7088	Complete	HiC_scaffold_17	1149548	1173094	2741.9	1706	https://www.orthodb.org/v10?query=342at7088	uncharacterized protein LOC101737053
345at7088	Complete	HiC_scaffold_5	3427648	3455653	2747.4	1636	https://www.orthodb.org/v10?query=345at7088	trichohyalin-like
350at7088	Complete	HiC_scaffold_10	7663278	7673305	2218.9	1112	https://www.orthodb.org/v10?query=350at7088	tectonin beta-propeller repeat-containing protein
353at7088	Complete	HiC_scaffold_9	9865959	9895229	1439.9	712	https://www.orthodb.org/v10?query=353at7088	rho GTPase-activating protein 190-like
354at7088	Complete	HiC_scaffold_29	7808771	7817816	2422.9	1101	https://www.orthodb.org/v10?query=354at7088	toll-like receptor 6
355at7088	Complete	HiC_scaffold_29	1561271	1594951	1745.0	939	https://www.orthodb.org/v10?query=355at7088	protein TANC2 isoform X1
356at7088	Complete	HiC_scaffold_27	8170122	8186583	2550.2	1456	https://www.orthodb.org/v10?query=356at7088	uncharacterized protein LOC110992145
357at7088	Complete	HiC_scaffold_22	3938900	3947367	1772.2	908	https://www.orthodb.org/v10?query=357at7088	uncharacterized protein LOC110994148
360at7088	Complete	HiC_scaffold_30	1466416	1489111	2196.0	1041	https://www.orthodb.org/v10?query=360at7088	potassium channel subfamily T member 2
363at7088	Complete	HiC_scaffold_20	7779107	7788182	2711.5	1721	https://www.orthodb.org/v10?query=363at7088	calcineurin-binding protein cabin-1-like
366at7088	Complete	HiC_scaffold_25	6423198	6437733	2346.0	1558	https://www.orthodb.org/v10?query=366at7088	nucleoprotein TPR
367at7088	Complete	HiC_scaffold_6	8119229	8131184	2167.4	1124	https://www.orthodb.org/v10?query=367at7088	uncharacterized protein LOC106103483
375at7088	Complete	HiC_scaffold_29	8730876	8757279	1822.1	1190	https://www.orthodb.org/v10?query=375at7088	Apaf-1
380at7088	Complete	HiC_scaffold_24	10866480	10887160	1613.9	934	https://www.orthodb.org/v10?query=380at7088	von Willebrand factor A domain-containing protein 8
382at7088	Complete	HiC_scaffold_14	866890	881723	1860.4	1206	https://www.orthodb.org/v10?query=382at7088	uncharacterized protein LOC105384963
383at7088	Complete	HiC_scaffold_10	7673466	7683622	2762.4	1225	https://www.orthodb.org/v10?query=383at7088	splicing factor 3B subunit 1
384at7088	Complete	HiC_scaffold_26	9224019	9240895	2315.6	1378	https://www.orthodb.org/v10?query=384at7088	uncharacterized protein LOC110994888
385at7088	Complete	HiC_scaffold_12	6221698	6250835	2643.6	1487	https://www.orthodb.org/v10?query=385at7088	proteasome activator complex subunit 4B-like
386at7088	Complete	HiC_scaffold_25	4782107	4791301	2409.2	1107	https://www.orthodb.org/v10?query=386at7088	splicing factor 3B subunit 3 isoform X1
389at7088	Complete	HiC_scaffold_30	3677942	3705252	2157.7	1048	https://www.orthodb.org/v10?query=389at7088	mediator of RNA polymerase II transcription subunit 23
391at7088	Complete	HiC_scaffold_30	16259939	16283021	2069.4	1168	https://www.orthodb.org/v10?query=391at7088	sterol regulatory element-binding protein cleavage-activating protein
392at7088	Complete	HiC_scaffold_18	6343911	6358836	1843.1	932	https://www.orthodb.org/v10?query=392at7088	UDP-glucose:glycoprotein glucosyltransferase
393at7088	Complete	HiC_scaffold_4	7982363	8028644	1299.0	1153	https://www.orthodb.org/v10?query=393at7088	C-myc promoter-binding protein-like
394at7088	Complete	HiC_scaffold_27	7362489	7389805	2696.8	1417	https://www.orthodb.org/v10?query=394at7088	uncharacterized protein LOC111356302
396at7088	Complete	HiC_scaffold_7	5591544	5597818	1641.6	973	https://www.orthodb.org/v10?query=396at7088	rab3 GTPase-activating protein regulatory subunit
401at7088	Complete	HiC_scaffold_7	9540193	9568416	2052.5	986	https://www.orthodb.org/v10?query=401at7088	ASK1
408at7088	Complete	HiC_scaffold_11	9712564	9728071	2423.9	1361	https://www.orthodb.org/v10?query=408at7088	uncharacterized protein LOC110371077
412at7088	Complete	HiC_scaffold_10	13440861	13465360	2505.9	1408	https://www.orthodb.org/v10?query=412at7088	protein outspread
417at7088	Complete	HiC_scaffold_12	6251154	6276478	1970.4	1037	https://www.orthodb.org/v10?query=417at7088	helicase SKI2W
420at7088	Complete	HiC_scaffold_20	4310929	4341763	1541.1	786	https://www.orthodb.org/v10?query=420at7088	rho guanine nucleotide exchange factor 17 isoform X1
427at7088	Complete	HiC_scaffold_19	9366907	9399784	1702.9	963	https://www.orthodb.org/v10?query=427at7088	uncharacterized protein LOC105385596
429at7088	Complete	HiC_scaffold_29	433442	445392	2607.6	1349	https://www.orthodb.org/v10?query=429at7088	uncharacterized protein LOC105388960
430at7088	Complete	HiC_scaffold_27	10391907	10410960	2405.5	1202	https://www.orthodb.org/v10?query=430at7088	chaoptin
434at7088	Complete	HiC_scaffold_18	4542757	4545700	1561.0	747	https://www.orthodb.org/v10?query=434at7088	DNA polymerase
437at7088	Complete	HiC_scaffold_16	4462849	4498141	1932.5	977	https://www.orthodb.org/v10?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	HiC_scaffold_7	7529594	7545091	2347.5	1226	https://www.orthodb.org/v10?query=443at7088	Xanthine dehydrogenase
445at7088	Complete	HiC_scaffold_6	4964308	4976258	2491.8	1468	https://www.orthodb.org/v10?query=445at7088	uncharacterized protein LOC106120650
450at7088	Complete	HiC_scaffold_18	2636276	2645233	2128.5	1327	https://www.orthodb.org/v10?query=450at7088	Zinc finger protein
455at7088	Complete	HiC_scaffold_11	4310370	4314047	2699.2	1119	https://www.orthodb.org/v10?query=455at7088	DNA-directed RNA polymerase II subunit RPB2
456at7088	Complete	HiC_scaffold_29	8137611	8145791	2419.7	1184	https://www.orthodb.org/v10?query=456at7088	toll-like receptor 6
458at7088	Complete	HiC_scaffold_2	7204734	7243182	1744.2	1093	https://www.orthodb.org/v10?query=458at7088	uncharacterized protein LOC106137067
461at7088	Complete	HiC_scaffold_10	11188101	11218748	2202.0	1186	https://www.orthodb.org/v10?query=461at7088	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like isoform X1
464at7088	Complete	HiC_scaffold_6	9923930	9932117	2116.7	1316	https://www.orthodb.org/v10?query=464at7088	LOC101744043
467at7088	Complete	HiC_scaffold_24	2137768	2174940	2353.3	1189	https://www.orthodb.org/v10?query=467at7088	Phosphoribosylformylglycinamidine cyclo-ligase
468at7088	Complete	HiC_scaffold_25	3725151	3738482	2639.5	1455	https://www.orthodb.org/v10?query=468at7088	uncharacterized protein LOC111358843
478at7088	Complete	HiC_scaffold_18	13349254	13362675	1027.0	656	https://www.orthodb.org/v10?query=478at7088	uncharacterized protein LOC111000693
479at7088	Complete	HiC_scaffold_20	6203836	6215562	2359.8	1450	https://www.orthodb.org/v10?query=479at7088	adenylate cyclase type 10-like
481at7088	Complete	HiC_scaffold_17	7790621	7810794	2074.1	1090	https://www.orthodb.org/v10?query=481at7088	phosphoribosylformylglycinamidine synthase
486at7088	Complete	HiC_scaffold_25	10181239	10200330	2589.4	1279	https://www.orthodb.org/v10?query=486at7088	DNA topoisomerase 2
488at7088	Complete	HiC_scaffold_23	6726123	6777695	1773.2	1121	https://www.orthodb.org/v10?query=488at7088	uncharacterized protein LOC111354620
489at7088	Missing
490at7088	Complete	HiC_scaffold_10	10306490	10318261	1741.1	1408	https://www.orthodb.org/v10?query=490at7088	restin homolog isoform X1
492at7088	Complete	HiC_scaffold_14	6511436	6524108	1354.4	787	https://www.orthodb.org/v10?query=492at7088	uncharacterized protein LOC101739889
494at7088	Complete	HiC_scaffold_6	5482652	5502342	2497.2	1527	https://www.orthodb.org/v10?query=494at7088	Methyl-CpG-binding domain protein 5
495at7088	Complete	HiC_scaffold_11	10809889	10817958	2555.7	1290	https://www.orthodb.org/v10?query=495at7088	neither inactivation nor afterpotential protein C isoform X1
496at7088	Complete	HiC_scaffold_1	2332632	2426942	1799.6	975	https://www.orthodb.org/v10?query=496at7088	nephrin
498at7088	Complete	HiC_scaffold_28	3171405	3188716	2080.5	1015	https://www.orthodb.org/v10?query=498at7088	leucine--tRNA ligase, cytoplasmic
499at7088	Complete	HiC_scaffold_10	8210846	8222378	2145.3	994	https://www.orthodb.org/v10?query=499at7088	DNA-directed RNA polymerase III subunit RPC2
504at7088	Missing
505at7088	Complete	HiC_scaffold_13	7476917	7483656	2299.3	1191	https://www.orthodb.org/v10?query=505at7088	intraflagellar transport protein 140 homolog
506at7088	Complete	HiC_scaffold_30	17810202	17824846	1945.3	965	https://www.orthodb.org/v10?query=506at7088	Transient receptor potential A1
509at7088	Missing
511at7088	Missing
513at7088	Complete	HiC_scaffold_21	7317544	7343967	1933.6	1182	https://www.orthodb.org/v10?query=513at7088	uncharacterized protein LOC105389615
515at7088	Complete	HiC_scaffold_28	6443094	6475686	2101.9	1009	https://www.orthodb.org/v10?query=515at7088	LOW QUALITY PROTEIN: DENN domain-containing protein 5B-like
516at7088	Missing
